now,published_at,price,house_type,size,price_m2,property_legal_document,rooms,toilets,furnishing_sell,floors,property_status,apartment_type,floornumber,land_type,pty_characteristics,width,length,block,size_unit,living_size,unitnumber,commercial_type,direction,apartment_feature,balconydirection
2025-10-04T00:31:25.927952,Cập nhật 3 ngày trước,"6,5 tỷ","Nhà ngõ, hẻm",45 m²,"144,44 triệu/m²",Đã có sổ,5 phòng,4 phòng,,4,,,,,,4 m,,,,180 m²,,,Đông Bắc,,
2025-10-04T00:31:33.224800,Cập nhật 9 ngày trước,22 tỷ,"Nhà ngõ, hẻm",77 m²,"285,71 triệu/m²",Đã có sổ,4 phòng,4 phòng,Nội thất cao cấp,5,,,,,Hẻm xe hơi Nhà nở hậu,,,,,,,,,,
2025-10-04T00:31:35.062527,Cập nhật 9 ngày trước,5 tỷ,"Nhà ngõ, hẻm",40 m²,125 triệu/m²,Đã có sổ,3 phòng,4 phòng,Hoàn thiện cơ bản,5,,,,,,,,,,200 m²,,,Đông Nam,,
2025-10-04T00:31:35.000274,Cập nhật 8 ngày trước,"26,5 tỷ","Nhà ngõ, hẻm",60 m²,"441,67 triệu/m²",Đã có sổ,5 phòng,4 phòng,,5,,,,,Hẻm xe hơi,,,,,,,,,,
2025-10-04T00:31:34.573996,Cập nhật 7 ngày trước,"1,3 tỷ",,60 m²,"21,67 triệu/m²",Đã có sổ,,,,,,,,Đất thổ cư,,,,,m²,,,,,,
2025-10-04T00:31:40.836074,Cập nhật 8 ngày trước,"10,4 tỷ","Nhà ngõ, hẻm",50 m²,208 triệu/m²,Đã có sổ,5 phòng,4 phòng,Nội thất đầy đủ,5,,,,,Hẻm xe hơi,4.5 m,11 m,,,50 m²,,,,,
2025-10-04T00:31:43.354750,Cập nhật 8 ngày trước,"3,8 tỷ",,48 m²,"79,17 triệu/m²",Đã có sổ,,,,,,,,Đất thổ cư,Mặt tiền Hẻm xe hơi,,,,,,,,,,
2025-10-04T00:31:44.180196,Cập nhật 9 ngày trước,"7,8 tỷ","Nhà ngõ, hẻm",33 m²,"236,36 triệu/m²",Đã có sổ,3 phòng,,,,,,,,Hẻm xe hơi,,,,,,,,,,
2025-10-04T00:31:44.751733,Cập nhật 7 ngày trước,"7,65 tỷ","Nhà ngõ, hẻm",37 m²,"206,76 triệu/m²",Đã có sổ,3 phòng,,,,,,,,,,,,,,,,,,
2025-10-04T00:31:44.989269,Cập nhật 8 ngày trước,"11,52 tỷ",,72 m²,160 triệu/m²,Đã có sổ,,,,,,,,Đất thổ cư,Mặt tiền Hẻm xe hơi Thổ cư toàn bộ,4 m,,,,,,,,,
2025-10-04T00:31:49.149782,Cập nhật 7 ngày trước,"3,1 tỷ",Nhà phố liền kề,41 m²,"75,61 triệu/m²",Đã có sổ,3 phòng,3 phòng,Nội thất đầy đủ,2,,,,,Hẻm xe hơi Nhà nở hậu,3.5 m,12.5 m,,,41 m²,,,,,
2025-10-04T00:31:50.809885,Cập nhật 8 ngày trước,10 tỷ,"Nhà ngõ, hẻm",38 m²,"263,16 triệu/m²",Đã có sổ,3 phòng,,Nội thất đầy đủ,6,,,,,,,,,,,,,,,
2025-10-04T00:31:52.723357,Cập nhật 5 giờ trước,34 tỷ,"Nhà ngõ, hẻm",107 m²,"317,76 triệu/m²",Đã có sổ,6 phòng,,,,,,,,Nhà nở hậu Hẻm xe hơi,,,,,,,,,,
2025-10-04T00:31:53.196382,Cập nhật 5 ngày trước,"15,5 tỷ",,116 m²,"133,62 triệu/m²",Sổ hồng riêng,3 phòng,2 phòng,,,Chưa bàn giao,Chung cư,,,,,,,,,,,,,
2025-10-04T00:31:57.028382,Cập nhật 7 ngày trước,"4,5 tỷ","Nhà mặt phố, mặt tiền",63 m²,"71,43 triệu/m²",Đã có sổ,4 phòng,4 phòng,,5,,,,,,,,,,,,,Đông Nam,,
2025-10-04T00:31:58.579754,Cập nhật 9 ngày trước,"7,4 tỷ","Nhà ngõ, hẻm",30 m²,"246,67 triệu/m²",Đã có sổ,3 phòng,3 phòng,,,,,,,Nhà nở hậu,,,,,34 m²,,,,,
2025-10-04T00:32:00.927312,Cập nhật 8 ngày trước,"7,6 tỷ","Nhà ngõ, hẻm",35 m²,"217,14 triệu/m²",Đã có sổ,3 phòng,,,,,,,,,,,,,,,,,,
2025-10-04T00:32:02.427380,Cập nhật 7 ngày trước,5 tỷ,"Nhà ngõ, hẻm",30 m²,"166,67 triệu/m²",Đã có sổ,3 phòng,4 phòng,Nội thất cao cấp,5,,,,,Hẻm xe hơi,4.5 m,6.6 m,,,30 m²,,,,,
2025-10-04T00:32:02.444896,Cập nhật 7 ngày trước,"48,5 tỷ","Nhà mặt phố, mặt tiền",89.5 m²,"541,90 triệu/m²",Đã có sổ,3 phòng,,,,,,,,,,,,,,,,,,
2025-10-04T00:32:06.708868,Cập nhật 9 ngày trước,"23,9 tỷ","Nhà mặt phố, mặt tiền",82 m²,"291,46 triệu/m²",Đã có sổ,5 phòng,3 phòng,Nội thất đầy đủ,5,,,,,Hẻm xe hơi,4.1 m,,,,,,,,,
2025-10-04T00:32:09.217410,Cập nhật 8 ngày trước,"12,5 tỷ","Nhà ngõ, hẻm",51 m²,"245,10 triệu/m²",Đã có sổ,4 phòng,3 phòng,Nội thất đầy đủ,4,,,,,,,,,,200 m²,,,,,
2025-10-04T00:32:10.891847,Cập nhật 3 ngày trước,"1,6 tỷ","Nhà ngõ, hẻm",17 m²,"94,12 triệu/m²",Sổ chung / công chứng vi bằng,2 phòng,2 phòng,,4,,,,,,3 m,5.5 m,,,68 m²,,,,,
2025-10-04T00:32:10.926329,Cập nhật 7 ngày trước,36 tỷ,"Nhà ngõ, hẻm",70 m²,"514,29 triệu/m²",Đã có sổ,nhiều hơn 10 phòng,Nhiều hơn 6 phòng,Nội thất cao cấp,9,,,,,Nhà nở hậu Hẻm xe hơi,7 m,10 m,,,70 m²,,,Đông Nam,,
2025-10-04T00:32:12.796290,Cập nhật 8 ngày trước,"36,5 tỷ","Nhà mặt phố, mặt tiền",50 m²,730 triệu/m²,Đã có sổ,8 phòng,,,,,,,,Nhà nở hậu,,,,,50 m²,,,,,
2025-10-04T00:32:17.163858,Cập nhật 9 ngày trước,"9,5 tỷ","Nhà mặt phố, mặt tiền",50 m²,190 triệu/m²,Đã có sổ,4 phòng,,Nội thất cao cấp,5,,,,,Nhà nở hậu,4.5 m,,,,50 m²,,,,,
2025-10-04T00:32:19.039657,Cập nhật 8 ngày trước,"5,15 tỷ",,60 m²,"85,83 triệu/m²",Sổ hồng riêng,2 phòng,,Nội thất đầy đủ,,Chưa bàn giao,"Tập thể, cư xá",,,,,,,,,,,,,
2025-10-04T00:32:19.337259,Cập nhật 7 ngày trước,"12,45 tỷ",,202 m²,"61,63 triệu/m²",Sổ hồng riêng,4 phòng,3 phòng,Nội thất cao cấp,,Chưa bàn giao,Chung cư,,,,,,,,,,,,,
2025-10-04T00:32:23.841456,Cập nhật 8 ngày trước,"44,41 tỷ","Nhà ngõ, hẻm",100 m²,"444,10 triệu/m²",Đã có sổ,2 phòng,2 phòng,,,,,,,Nhà nở hậu Hẻm xe hơi,4 m,,,,,,,,,
2025-10-04T00:32:27.751522,Cập nhật 7 ngày trước,"24,4 tỷ","Nhà ngõ, hẻm",104 m²,"234,62 triệu/m²",Đã có sổ,3 phòng,3 phòng,Nội thất đầy đủ,4,,,,,,8 m,13 m,,,,,,,,
2025-10-04T00:32:29.018572,Cập nhật 8 ngày trước,7 tỷ,"Nhà ngõ, hẻm",39 m²,"179,49 triệu/m²",Đã có sổ,3 phòng,,,,,,,,,,,,,,,,,,
2025-10-04T00:32:33.374436,Cập nhật 8 ngày trước,7 tỷ,"Nhà ngõ, hẻm",33 m²,"212,12 triệu/m²",Đã có sổ,3 phòng,,Nội thất đầy đủ,5,,,,,Nhà nở hậu,,,,,33 m²,,,,,
2025-10-04T00:32:35.202140,Cập nhật 9 ngày trước,"2,05 tỷ",,55 m²,"37,27 triệu/m²",Hợp đồng mua bán,2 phòng,2 phòng,Nội thất đầy đủ,,Đã bàn giao,Chung cư,,,,,,,,,,,,,
2025-10-04T00:32:37.065362,Cập nhật 8 ngày trước,53 tỷ,"Nhà mặt phố, mặt tiền",77 m²,"688,31 triệu/m²",Đã có sổ,3 phòng,,,,,,,,,,,,,,,,,,
2025-10-04T00:32:37.234771,Cập nhật 8 ngày trước,"4,8 tỷ","Nhà ngõ, hẻm",32 m²,150 triệu/m²,Đã có sổ,2 phòng,1 phòng,,,,,,,,3.2 m,10 m,,,,,,,,
2025-10-04T00:32:41.354517,Cập nhật 6 ngày trước,"5,5 tỷ","Nhà ngõ, hẻm",28 m²,"196,43 triệu/m²",Đã có sổ,3 phòng,3 phòng,,,,,,,,,,,,,,,,,
2025-10-04T00:32:43.021189,Cập nhật 8 ngày trước,"8,1 tỷ",,64 m²,"126,56 triệu/m²",Đã có sổ,,,,,,,,Đất thổ cư,,4.55 m,,,,,,,,,
2025-10-04T00:32:45.086930,Cập nhật 8 ngày trước,"9,5 tỷ","Nhà ngõ, hẻm",48 m²,"197,92 triệu/m²",Đã có sổ,9 phòng,,Nội thất đầy đủ,5,,,,,Nhà nở hậu,4 m,12 m,,,240 m²,,,,,
2025-10-04T00:32:47.081626,Cập nhật 7 ngày trước,"6,15 tỷ","Nhà ngõ, hẻm",30 m²,205 triệu/m²,Đã có sổ,3 phòng,,,,,,,,,,,,,,,,,,
2025-10-04T00:32:50.112807,Cập nhật 7 ngày trước,"31,8 tỷ","Nhà ngõ, hẻm",70 m²,"454,29 triệu/m²",Đã có sổ,6 phòng,,Nội thất đầy đủ,9,,,,,Nhà nở hậu Hẻm xe hơi,5 m,,,,,,,,,
2025-10-04T00:32:51.313126,Cập nhật 7 ngày trước,"20,5 tỷ","Nhà ngõ, hẻm",75 m²,"273,33 triệu/m²",Đã có sổ,2 phòng,1 phòng,,1,,,,,,6 m,12.5 m,,,,,,,,
2025-10-04T00:32:52.841949,Cập nhật 8 ngày trước,10 tỷ,"Nhà ngõ, hẻm",40 m²,250 triệu/m²,Đã có sổ,9 phòng,Nhiều hơn 6 phòng,Nội thất cao cấp,6,,,,,Hẻm xe hơi Nhà nở hậu,4 m,9 m,,,,,,Đông Bắc,,
2025-10-04T00:32:55.358369,Cập nhật 4 ngày trước,"6,8 tỷ","Nhà ngõ, hẻm",45 m²,"151,11 triệu/m²",Đã có sổ,4 phòng,4 phòng,Nội thất đầy đủ,5,,,,,Hẻm xe hơi,4.2 m,,,,225 m²,,,Đông Nam,,
2025-10-04T00:32:55.784848,Cập nhật 13 giờ trước,"9,5 tỷ","Nhà ngõ, hẻm",45 m²,"211,11 triệu/m²",Đã có sổ,4 phòng,4 phòng,Nội thất đầy đủ,4,,,,,Hẻm xe hơi Nhà nở hậu,5.9 m,8 m,,,45 m²,,,,,
2025-10-04T00:32:58.222679,Cập nhật 7 ngày trước,"10,6 tỷ","Nhà mặt phố, mặt tiền",40 m²,265 triệu/m²,Đã có sổ,4 phòng,4 phòng,,,,,,,Hẻm xe hơi,4 m,,,,40 m²,,,,,
2025-10-04T00:32:59.610811,Cập nhật 8 ngày trước,15 tỷ,,238 m²,"63,03 triệu/m²",Đã có sổ,,,,,,,,Đất thổ cư,Mặt tiền Nở hậu,6 m,,,m²,,,,,,
2025-10-04T00:33:00.795541,Cập nhật 2 ngày trước,"8,3 tỷ","Nhà ngõ, hẻm",36 m²,"230,56 triệu/m²",Đã có sổ,4 phòng,4 phòng,Nội thất cao cấp,5,,,,,Nhà nở hậu,3.8 m,10 m,Phân lô,,40 m²,,,,,
2025-10-04T00:33:04.961377,Cập nhật 8 ngày trước,"6,8 tỷ","Nhà ngõ, hẻm",40 m²,170 triệu/m²,Đã có sổ,4 phòng,,Nội thất cao cấp,5,,,,,,,,,,,,,,,
2025-10-04T00:33:07.863695,Cập nhật 8 ngày trước,3 tỷ,"Nhà mặt phố, mặt tiền",30 m²,100 triệu/m²,Đã có sổ,3 phòng,3 phòng,Hoàn thiện cơ bản,4,,,,,Nhà nở hậu,3.46 m,14 m,,,30 m²,,,,,
2025-10-04T00:33:09.644778,Cập nhật 9 ngày trước,"1,55 tỷ","Nhà mặt phố, mặt tiền",38 m²,"40,79 triệu/m²",Sổ chung / công chứng vi bằng,2 phòng,,,,,,,,,,,,,,,,,,
2025-10-04T00:33:11.699968,Cập nhật 8 ngày trước,"7,3 tỷ","Nhà ngõ, hẻm",30 m²,"243,33 triệu/m²",Đã có sổ,3 phòng,,,,,,,,,,,,,,,,,,
2025-10-04T00:33:13.416272,Cập nhật 7 ngày trước,"7,1 tỷ","Nhà ngõ, hẻm",35 m²,"202,86 triệu/m²",Đã có sổ,3 phòng,,,,,,,,,,,,,,,,,,
2025-10-04T00:33:13.865321,Cập nhật 3 ngày trước,"4,35 tỷ","Nhà ngõ, hẻm",50.1 m²,"86,83 triệu/m²",Đã có sổ,4 phòng,3 phòng,Hoàn thiện cơ bản,4,,,,,Hẻm xe hơi,,,,,,,,Đông Nam,,
2025-10-04T00:33:15.662067,Cập nhật 9 ngày trước,"20,4 tỷ","Nhà mặt phố, mặt tiền",50 m²,408 triệu/m²,Đã có sổ,4 phòng,,,,,,,,,,,,,,,,,,
2025-10-04T00:33:17.348118,Cập nhật 6 ngày trước,"3,95 tỷ","Nhà ngõ, hẻm",34 m²,"116,18 triệu/m²",Đã có sổ,4 phòng,3 phòng,,3,,,,,,5 m,,,,34 m²,,,,,
2025-10-04T00:33:19.748004,Cập nhật 9 ngày trước,"8,3 tỷ","Nhà ngõ, hẻm",40 m²,"207,50 triệu/m²",Đã có sổ,3 phòng,,,,,,,,Hẻm xe hơi,,,,,,,,,,
2025-10-04T00:33:21.440657,Cập nhật 7 ngày trước,"3,99 tỷ","Nhà ngõ, hẻm",36 m²,"110,83 triệu/m²",Đã có sổ,2 phòng,2 phòng,Nội thất đầy đủ,3,,,,,Nhà nở hậu,10 m,,,,90 m²,11,,,,
2025-10-04T00:33:21.791973,Cập nhật 6 ngày trước,"16,2 tỷ","Nhà mặt phố, mặt tiền",33 m²,"490,91 triệu/m²",Đã có sổ,2 phòng,3 phòng,Nội thất đầy đủ,4,,,,,Hẻm xe hơi Nhà nở hậu,6.5 m,,,,40 m²,,,,,
2025-10-04T00:33:23.532892,Cập nhật 9 ngày trước,"2,65 tỷ","Nhà ngõ, hẻm",39 m²,"67,95 triệu/m²",Không có sổ,2 phòng,2 phòng,,2,,,,,,,,,,,,,,,
2025-10-04T00:33:25.819039,Cập nhật 8 ngày trước,"9,58 tỷ",,71 m²,"134,93 triệu/m²",Sổ hồng riêng,2 phòng,2 phòng,Nội thất đầy đủ,,Chưa bàn giao,Chung cư,,,,,,F2 3 5 6,,,,,Tây Bắc,,Đông Nam
2025-10-04T00:33:27.775121,Cập nhật 7 ngày trước,"7,3 tỷ","Nhà ngõ, hẻm",33 m²,"221,21 triệu/m²",Đã có sổ,3 phòng,,Nội thất đầy đủ,,,,,,,,,,,33 m²,,,,,
2025-10-04T00:33:28.753510,Cập nhật 4 giờ trước,"6,6 tỷ","Nhà ngõ, hẻm",35 m²,"188,57 triệu/m²",Đã có sổ,4 phòng,,,,,,,,,3.6 m,,,,35 m²,,,,,
2025-10-04T00:33:29.986771,Cập nhật 2 ngày trước,"2,85 tỷ",Nhà phố liền kề,40 m²,"71,25 triệu/m²",Đã có sổ,2 phòng,1 phòng,Nội thất đầy đủ,2,,,,,Hẻm xe hơi,,,,,,,,,,
2025-10-04T00:33:31.869505,Cập nhật 8 ngày trước,"5,95 tỷ","Nhà ngõ, hẻm",25 m²,238 triệu/m²,Đã có sổ,3 phòng,,,,,,,,,,,,,,,,,,
2025-10-04T00:33:36.119212,Cập nhật 6 ngày trước,"8,3 tỷ","Nhà ngõ, hẻm",37 m²,"224,32 triệu/m²",Đã có sổ,7 phòng,5 phòng,Nội thất đầy đủ,5,,,,,Nhà nở hậu,3.3 m,,,,,,,,,
2025-10-04T00:33:37.528195,Cập nhật 7 ngày trước,"5,2 tỷ","Nhà ngõ, hẻm",44 m²,"118,18 triệu/m²",Đã có sổ,4 phòng,,,,,,,,,,,,,,,,,,
2025-10-04T00:33:38.295754,Cập nhật 4 ngày trước,"2,15 tỷ",,50 m²,43 triệu/m²,Hợp đồng mua bán,2 phòng,,Nội thất cao cấp,,Đã bàn giao,Chung cư,3,,,,,,,,,,,,
2025-10-04T00:33:44.883621,Cập nhật 9 ngày trước,"8,3 tỷ","Nhà ngõ, hẻm",40 m²,"207,50 triệu/m²",Đã có sổ,4 phòng,,Nội thất cao cấp,,,,,,,,,,,,BP208,,,,
2025-10-04T00:33:46.301306,Cập nhật 8 ngày trước,"6,65 tỷ","Nhà ngõ, hẻm",30 m²,"221,67 triệu/m²",Đã có sổ,3 phòng,4 phòng,Hoàn thiện cơ bản,5,,,,,,,,,,,,,,,
2025-10-04T00:33:48.443922,Cập nhật 9 ngày trước,"4,25 tỷ",,60.5 m²,"70,25 triệu/m²",Đã có sổ,,,,,,,,Đất thổ cư,Mặt tiền Nở hậu Hẻm xe hơi Thổ cư toàn bộ,4.1 m,15 m,,,,,,Tây Nam,,
2025-10-04T00:33:50.187723,Cập nhật 7 ngày trước,"6,9 tỷ",,80 m²,"86,25 triệu/m²",Đã có sổ,,,,,,,,Đất thổ cư,Hẻm xe hơi,5.5 m,,,m²,,,,,,
2025-10-04T00:33:54.181973,Cập nhật 3 ngày trước,"4,65 tỷ","Nhà ngõ, hẻm",13.6 m²,"341,91 triệu/m²",Đã có sổ,3 phòng,4 phòng,Nội thất đầy đủ,,,,,,Nhà nở hậu,,,,,20 m²,,,,,
2025-10-04T00:33:54.448165,Cập nhật 7 ngày trước,"7,5 tỷ",,100 m²,75 triệu/m²,Sổ hồng riêng,3 phòng,2 phòng,Nội thất đầy đủ,,Đã bàn giao,Chung cư,,,,,,,,,,,,,
2025-10-04T00:33:58.590081,Cập nhật 9 ngày trước,"7,75 tỷ","Nhà ngõ, hẻm",31 m²,250 triệu/m²,Đã có sổ,3 phòng,,Nội thất đầy đủ,5,,,,,Nhà nở hậu,4.3 m,7.2 m,,,155 m²,,,,,
2025-10-04T00:34:01.567443,Cập nhật 9 ngày trước,"5,1 tỷ","Nhà ngõ, hẻm",32 m²,"159,38 triệu/m²",Đã có sổ,3 phòng,,,,,,,,,,,,,,,,,,
2025-10-04T00:34:04.362808,Cập nhật 8 ngày trước,"7,8 tỷ","Nhà ngõ, hẻm",30 m²,260 triệu/m²,Đã có sổ,3 phòng,,Nội thất đầy đủ,5,,,,,,,,,,,,,,,
2025-10-04T00:34:07.897306,Cập nhật 7 ngày trước,"7,99 tỷ","Nhà ngõ, hẻm",38 m²,"210,26 triệu/m²",Đã có sổ,3 phòng,4 phòng,Nội thất đầy đủ,5,,,,,,4.4 m,,,,190 m²,,,,,
2025-10-04T00:34:09.348951,Cập nhật 8 ngày trước,"10,7 tỷ",Nhà phố liền kề,50 m²,214 triệu/m²,Đã có sổ,4 phòng,,Nội thất cao cấp,5,,,,,Hẻm xe hơi,,,,,,,,,,
2025-10-04T00:34:09.914069,Cập nhật 8 ngày trước,"1,99 tỷ",,50 m²,"39,80 triệu/m²",Hợp đồng mua bán,2 phòng,1 phòng,Nội thất cao cấp,,Đã bàn giao,"Căn hộ dịch vụ, mini",5,,,,,,,,,,,,
2025-10-04T00:34:11.143947,Cập nhật 2 giờ trước,"5,5 tỷ","Nhà ngõ, hẻm",31 m²,"177,42 triệu/m²",Đã có sổ,3 phòng,4 phòng,Nội thất đầy đủ,5,,,,,Hẻm xe hơi Nhà nở hậu,3.4 m,9 m,,,150 m²,,,Đông,,
2025-10-04T00:34:13.174050,Cập nhật 9 ngày trước,"14,5 tỷ","Nhà mặt phố, mặt tiền",70 m²,"207,14 triệu/m²",Đã có sổ,4 phòng,5 phòng,Hoàn thiện cơ bản,6,,,,,Hẻm xe hơi,5 m,15 m,,,,,,,,
2025-10-04T00:34:16.950143,Cập nhật 7 ngày trước,"4,65 tỷ","Nhà ngõ, hẻm",23 m²,"202,17 triệu/m²",Đã có sổ,3 phòng,4 phòng,Nội thất đầy đủ,5,,,,,Hẻm xe hơi Nhà nở hậu,3.3 m,8 m,02,,23 m²,,,Đông Nam,,
2025-10-04T00:34:17.254493,Cập nhật 8 ngày trước,"5,9 tỷ","Nhà ngõ, hẻm",28 m²,"210,71 triệu/m²",Đã có sổ,3 phòng,4 phòng,Hoàn thiện cơ bản,5,,,,,Nhà nở hậu,,,,,,,,,,
2025-10-04T00:34:20.027934,Cập nhật 9 ngày trước,"9,5 tỷ","Nhà ngõ, hẻm",42 m²,"226,19 triệu/m²",Đã có sổ,4 phòng,3 phòng,Hoàn thiện cơ bản,5,,,,,Hẻm xe hơi,4 m,10.5 m,,,180 m²,,,Đông Nam,,
2025-10-04T00:34:22.523590,Cập nhật 7 ngày trước,800 triệu,,52 m²,"15,38 triệu/m²",Hợp đồng đặt cọc,2 phòng,1 phòng,Nội thất cao cấp,,Đã bàn giao,"Căn hộ dịch vụ, mini",,,,,,,,,,,Nam,,Đông Nam
2025-10-04T00:34:25.420206,Cập nhật 8 ngày trước,7 tỷ,"Nhà ngõ, hẻm",40 m²,175 triệu/m²,Đã có sổ,4 phòng,4 phòng,Nội thất cao cấp,4,,,,,Nhà nở hậu,,,,,,,,,,
2025-10-04T00:34:26.479493,Cập nhật 7 ngày trước,"13,5 tỷ","Nhà mặt phố, mặt tiền",28 m²,"482,14 triệu/m²",Đã có sổ,4 phòng,4 phòng,,5,,,,,,,,,,,,,,,
2025-10-04T00:34:29.893230,Cập nhật 8 ngày trước,"4,7 tỷ","Nhà ngõ, hẻm",31 m²,"151,61 triệu/m²",Đã có sổ,3 phòng,,,,,,,,,,,,,,,,,,
2025-10-04T00:34:30.127836,Cập nhật 8 ngày trước,860 triệu,,100 m²,"8,60 triệu/m²",Đã có sổ,,,,,,,,Đất thổ cư,Mặt tiền Nở hậu Thổ cư toàn bộ,,,,,,,,,,
2025-10-04T00:34:31.521790,Cập nhật 9 ngày trước,"7,5 tỷ","Nhà ngõ, hẻm",36 m²,"208,33 triệu/m²",Đã có sổ,3 phòng,3 phòng,,4,,,,,Hẻm xe hơi,42 m,,,,36 m²,,,,,
2025-10-04T00:34:36.087044,Cập nhật 8 ngày trước,"8,3 tỷ","Nhà ngõ, hẻm",55 m²,"150,91 triệu/m²",Đã có sổ,4 phòng,,Nội thất đầy đủ,3,,,,,,,,,,55 m²,,,,,
2025-10-04T00:34:36.040282,Cập nhật 8 ngày trước,"4,2 tỷ",,42 m²,100 triệu/m²,Đã có sổ,,,,,,,,Đất thổ cư,Mặt tiền,4.3 m,11 m,,m²,,,,,,
2025-10-04T00:34:38.020716,Cập nhật 8 ngày trước,"38,6 tỷ","Nhà mặt phố, mặt tiền",203 m²,"190,15 triệu/m²",Đã có sổ,8 phòng,Nhiều hơn 6 phòng,,4,,,,,,,,,,203 m²,,,,,
2025-10-04T00:34:38.606735,Cập nhật 5 ngày trước,31 tỷ,"Nhà mặt phố, mặt tiền",55 m²,"563,64 triệu/m²",Đã có sổ,3 phòng,Nhiều hơn 6 phòng,,4,,,,,,5.3 m,,,,,,,,,
2025-10-04T00:34:40.714068,Cập nhật 1 ngày trước,"5,5 tỷ","Nhà ngõ, hẻm",25 m²,220 triệu/m²,Đã có sổ,3 phòng,3 phòng,Nội thất đầy đủ,4,,,,,Nhà nở hậu,,,,,,,,,,
2025-10-04T00:34:45.019284,Cập nhật 7 ngày trước,"7,7 tỷ","Nhà mặt phố, mặt tiền",54 m²,"142,59 triệu/m²",Đã có sổ,3 phòng,,Nội thất đầy đủ,,,,,,,,,,,54 m²,,,,,
2025-10-04T00:34:45.022009,Cập nhật 2 ngày trước,"9,8 tỷ","Nhà mặt phố, mặt tiền",157 m²,"62,42 triệu/m²",Đã có sổ,4 phòng,4 phòng,Nội thất đầy đủ,3,,,,,,,,,,,,,,,
2025-10-04T00:34:47.123235,Cập nhật 9 ngày trước,"14,89 tỷ","Nhà ngõ, hẻm",49 m²,"303,88 triệu/m²",Đã có sổ,4 phòng,4 phòng,Nội thất đầy đủ,4,,,,,Hẻm xe hơi,4 m,,,,225 m²,,,,,
2025-10-04T00:34:51.603721,Cập nhật 7 ngày trước,"5,1 tỷ","Nhà ngõ, hẻm",37 m²,"137,84 triệu/m²",Đã có sổ,3 phòng,4 phòng,Nội thất đầy đủ,4,,,,,Nhà nở hậu,4 m,,,,,,,,,
2025-10-04T00:34:53.289784,Cập nhật 2 ngày trước,"1,9 tỷ",,50 m²,38 triệu/m²,Sổ hồng riêng,2 phòng,2 phòng,Nội thất đầy đủ,,Chưa bàn giao,"Căn hộ dịch vụ, mini",,,,,,,,,,,Đông Bắc,,Đông Bắc
2025-10-04T00:34:53.481990,Cập nhật 9 ngày trước,"7,4 tỷ","Nhà ngõ, hẻm",40 m²,185 triệu/m²,Đã có sổ,3 phòng,,,,,,,,,,,,,,,,,,
2025-10-04T00:34:55.933145,Cập nhật 7 ngày trước,"7,6 tỷ","Nhà ngõ, hẻm",36 m²,"211,11 triệu/m²",Đã có sổ,3 phòng,4 phòng,Nội thất đầy đủ,5,,,,,Nhà nở hậu Hẻm xe hơi,,,,,,,,,,
2025-10-04T00:34:56.260391,Cập nhật 8 ngày trước,"8,5 tỷ","Nhà ngõ, hẻm",36 m²,"236,11 triệu/m²",Đã có sổ,5 phòng,,,,,,,,,,,,,,,,,,
2025-10-04T00:35:02.110748,Cập nhật 9 ngày trước,"7,4 tỷ",,87 m²,"85,06 triệu/m²",Đã có sổ,,,,,,,,Đất thổ cư,Mặt tiền Thổ cư toàn bộ,6 m,,,,,,,,,
2025-10-04T00:35:02.225627,Cập nhật 9 ngày trước,"6,6 tỷ","Nhà ngõ, hẻm",33 m²,200 triệu/m²,Đã có sổ,3 phòng,2 phòng,,,,,,,,,,,,,,,,,
2025-10-04T00:35:05.063498,Cập nhật 9 ngày trước,9 tỷ,"Nhà ngõ, hẻm",32 m²,"281,25 triệu/m²",Đã có sổ,5 phòng,,Nội thất đầy đủ,6,,,,,,,,,,32 m²,,,,,
2025-10-04T00:35:05.349640,Cập nhật 4 ngày trước,"13,2 tỷ",Nhà phố liền kề,60 m²,220 triệu/m²,Đã có sổ,5 phòng,5 phòng,Nội thất đầy đủ,6,,,,,Hẻm xe hơi Nhà nở hậu,3.8 m,,,,60 m²,,,,,
2025-10-04T00:35:07.803989,Cập nhật 6 ngày trước,"6,8 tỷ","Nhà ngõ, hẻm",32 m²,"212,50 triệu/m²",Đã có sổ,4 phòng,4 phòng,Nội thất đầy đủ,4,,,,,,3.5 m,,,,,,,,,
2025-10-04T00:35:10.352512,Cập nhật 9 ngày trước,"2,55 tỷ",,60 m²,"42,50 triệu/m²",Hợp đồng mua bán,3 phòng,1 phòng,Nội thất cao cấp,,Đã bàn giao,"Căn hộ dịch vụ, mini",5,,,,,,,,,,,,
2025-10-04T00:35:10.470983,Cập nhật 7 ngày trước,"16,85 tỷ","Nhà ngõ, hẻm",40 m²,"421,25 triệu/m²",Đã có sổ,4 phòng,,,,,,,,Hẻm xe hơi,,,,,,,,,,
2025-10-04T00:35:14.992060,Cập nhật 7 ngày trước,"4,89 tỷ",,47 m²,"104,04 triệu/m²",Đã có sổ,,,,,,,,Đất thổ cư,Mặt tiền Hẻm xe hơi Nở hậu Thổ cư toàn bộ,3.8 m,,,,,,,,,
2025-10-04T00:35:16.058263,Cập nhật 8 ngày trước,"13,8 tỷ","Nhà mặt phố, mặt tiền",52 m²,"265,38 triệu/m²",Đã có sổ,4 phòng,3 phòng,Hoàn thiện cơ bản,4,,,,,Hẻm xe hơi Nhà nở hậu,3.6 m,15 m,,,54 m²,,,,,
